row_number,variable_name,issue_type,current_value,details
114,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
115,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
116,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
117,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
118,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
119,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
120,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
121,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
122,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
123,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
124,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
125,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
126,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
127,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
128,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
129,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
130,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
131,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
132,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
133,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
134,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
135,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
136,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
137,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
138,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
139,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
140,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
141,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
142,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
143,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
144,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
145,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
146,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
147,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
148,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
149,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
150,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
151,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
152,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
153,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
154,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
155,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
156,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
157,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
158,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
159,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
160,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
121,HowManyTimeUsualyChangeTheClothandSanitaryPad,Missing Value,NaN,"Missing value in column ""HowManyTimeUsualyChangeTheClothandSanitaryPad"""
122,HowManyTimeUsualyChangeTheClothandSanitaryPad,Missing Value,NaN,"Missing value in column ""HowManyTimeUsualyChangeTheClothandSanitaryPad"""
123,HowManyTimeUsualyChangeTheClothandSanitaryPad,Missing Value,NaN,"Missing value in column ""HowManyTimeUsualyChangeTheClothandSanitaryPad"""
124,HowManyTimeUsualyChangeTheClothandSanitaryPad,Missing Value,NaN,"Missing value in column ""HowManyTimeUsualyChangeTheClothandSanitaryPad"""
125,HowManyTimeUsualyChangeTheClothandSanitaryPad,Missing Value,NaN,"Missing value in column ""HowManyTimeUsualyChangeTheClothandSanitaryPad"""
126,HowManyTimeUsualyChangeTheClothandSanitaryPad,Missing Value,NaN,"Missing value in column ""HowManyTimeUsualyChangeTheClothandSanitaryPad"""
127,HowManyTimeUsualyChangeTheClothandSanitaryPad,Missing Value,NaN,"Missing value in column ""HowManyTimeUsualyChangeTheClothandSanitaryPad"""
128,HowManyTimeUsualyChangeTheClothandSanitaryPad,Missing Value,NaN,"Missing value in column ""HowManyTimeUsualyChangeTheClothandSanitaryPad"""
129,HowManyTimeUsualyChangeTheClothandSanitaryPad,Missing Value,NaN,"Missing value in column ""HowManyTimeUsualyChangeTheClothandSanitaryPad"""
130,HowManyTimeUsualyChangeTheClothandSanitaryPad,Missing Value,NaN,"Missing value in column ""HowManyTimeUsualyChangeTheClothandSanitaryPad"""
131,HowManyTimeUsualyChangeTheClothandSanitaryPad,Missing Value,NaN,"Missing value in column ""HowManyTimeUsualyChangeTheClothandSanitaryPad"""
132,HowManyTimeUsualyChangeTheClothandSanitaryPad,Missing Value,NaN,"Missing value in column ""HowManyTimeUsualyChangeTheClothandSanitaryPad"""
133,HowManyTimeUsualyChangeTheClothandSanitaryPad,Missing Value,NaN,"Missing value in column ""HowManyTimeUsualyChangeTheClothandSanitaryPad"""
134,HowManyTimeUsualyChangeTheClothandSanitaryPad,Missing Value,NaN,"Missing value in column ""HowManyTimeUsualyChangeTheClothandSanitaryPad"""
135,HowManyTimeUsualyChangeTheClothandSanitaryPad,Missing Value,NaN,"Missing value in column ""HowManyTimeUsualyChangeTheClothandSanitaryPad"""
136,HowManyTimeUsualyChangeTheClothandSanitaryPad,Missing Value,NaN,"Missing value in column ""HowManyTimeUsualyChangeTheClothandSanitaryPad"""
137,HowManyTimeUsualyChangeTheClothandSanitaryPad,Missing Value,NaN,"Missing value in column ""HowManyTimeUsualyChangeTheClothandSanitaryPad"""
138,HowManyTimeUsualyChangeTheClothandSanitaryPad,Missing Value,NaN,"Missing value in column ""HowManyTimeUsualyChangeTheClothandSanitaryPad"""
139,HowManyTimeUsualyChangeTheClothandSanitaryPad,Missing Value,NaN,"Missing value in column ""HowManyTimeUsualyChangeTheClothandSanitaryPad"""
140,HowManyTimeUsualyChangeTheClothandSanitaryPad,Missing Value,NaN,"Missing value in column ""HowManyTimeUsualyChangeTheClothandSanitaryPad"""
141,HowManyTimeUsualyChangeTheClothandSanitaryPad,Missing Value,NaN,"Missing value in column ""HowManyTimeUsualyChangeTheClothandSanitaryPad"""
142,HowManyTimeUsualyChangeTheClothandSanitaryPad,Missing Value,NaN,"Missing value in column ""HowManyTimeUsualyChangeTheClothandSanitaryPad"""
143,HowManyTimeUsualyChangeTheClothandSanitaryPad,Missing Value,NaN,"Missing value in column ""HowManyTimeUsualyChangeTheClothandSanitaryPad"""
144,HowManyTimeUsualyChangeTheClothandSanitaryPad,Missing Value,NaN,"Missing value in column ""HowManyTimeUsualyChangeTheClothandSanitaryPad"""
145,HowManyTimeUsualyChangeTheClothandSanitaryPad,Missing Value,NaN,"Missing value in column ""HowManyTimeUsualyChangeTheClothandSanitaryPad"""
146,HowManyTimeUsualyChangeTheClothandSanitaryPad,Missing Value,NaN,"Missing value in column ""HowManyTimeUsualyChangeTheClothandSanitaryPad"""
147,HowManyTimeUsualyChangeTheClothandSanitaryPad,Missing Value,NaN,"Missing value in column ""HowManyTimeUsualyChangeTheClothandSanitaryPad"""
148,HowManyTimeUsualyChangeTheClothandSanitaryPad,Missing Value,NaN,"Missing value in column ""HowManyTimeUsualyChangeTheClothandSanitaryPad"""
149,HowManyTimeUsualyChangeTheClothandSanitaryPad,Missing Value,NaN,"Missing value in column ""HowManyTimeUsualyChangeTheClothandSanitaryPad"""
150,HowManyTimeUsualyChangeTheClothandSanitaryPad,Missing Value,NaN,"Missing value in column ""HowManyTimeUsualyChangeTheClothandSanitaryPad"""
151,HowManyTimeUsualyChangeTheClothandSanitaryPad,Missing Value,NaN,"Missing value in column ""HowManyTimeUsualyChangeTheClothandSanitaryPad"""
152,HowManyTimeUsualyChangeTheClothandSanitaryPad,Missing Value,NaN,"Missing value in column ""HowManyTimeUsualyChangeTheClothandSanitaryPad"""
153,HowManyTimeUsualyChangeTheClothandSanitaryPad,Missing Value,NaN,"Missing value in column ""HowManyTimeUsualyChangeTheClothandSanitaryPad"""
154,HowManyTimeUsualyChangeTheClothandSanitaryPad,Missing Value,NaN,"Missing value in column ""HowManyTimeUsualyChangeTheClothandSanitaryPad"""
155,HowManyTimeUsualyChangeTheClothandSanitaryPad,Missing Value,NaN,"Missing value in column ""HowManyTimeUsualyChangeTheClothandSanitaryPad"""
156,HowManyTimeUsualyChangeTheClothandSanitaryPad,Missing Value,NaN,"Missing value in column ""HowManyTimeUsualyChangeTheClothandSanitaryPad"""
157,HowManyTimeUsualyChangeTheClothandSanitaryPad,Missing Value,NaN,"Missing value in column ""HowManyTimeUsualyChangeTheClothandSanitaryPad"""
158,HowManyTimeUsualyChangeTheClothandSanitaryPad,Missing Value,NaN,"Missing value in column ""HowManyTimeUsualyChangeTheClothandSanitaryPad"""
159,HowManyTimeUsualyChangeTheClothandSanitaryPad,Missing Value,NaN,"Missing value in column ""HowManyTimeUsualyChangeTheClothandSanitaryPad"""
160,HowManyTimeUsualyChangeTheClothandSanitaryPad,Missing Value,NaN,"Missing value in column ""HowManyTimeUsualyChangeTheClothandSanitaryPad"""
2,UsePaperToDisposeThePadByWrapping,Missing Value,NaN,"Missing value in column ""UsePaperToDisposeThePadByWrapping"""
3,UsePaperToDisposeThePadByWrapping,Missing Value,NaN,"Missing value in column ""UsePaperToDisposeThePadByWrapping"""
4,UsePaperToDisposeThePadByWrapping,Missing Value,NaN,"Missing value in column ""UsePaperToDisposeThePadByWrapping"""
5,UsePaperToDisposeThePadByWrapping,Missing Value,NaN,"Missing value in column ""UsePaperToDisposeThePadByWrapping"""
121,UsePaperToDisposeThePadByWrapping,Missing Value,NaN,"Missing value in column ""UsePaperToDisposeThePadByWrapping"""
122,UsePaperToDisposeThePadByWrapping,Missing Value,NaN,"Missing value in column ""UsePaperToDisposeThePadByWrapping"""
123,UsePaperToDisposeThePadByWrapping,Missing Value,NaN,"Missing value in column ""UsePaperToDisposeThePadByWrapping"""
124,UsePaperToDisposeThePadByWrapping,Missing Value,NaN,"Missing value in column ""UsePaperToDisposeThePadByWrapping"""
125,UsePaperToDisposeThePadByWrapping,Missing Value,NaN,"Missing value in column ""UsePaperToDisposeThePadByWrapping"""
126,UsePaperToDisposeThePadByWrapping,Missing Value,NaN,"Missing value in column ""UsePaperToDisposeThePadByWrapping"""
127,UsePaperToDisposeThePadByWrapping,Missing Value,NaN,"Missing value in column ""UsePaperToDisposeThePadByWrapping"""
128,UsePaperToDisposeThePadByWrapping,Missing Value,NaN,"Missing value in column ""UsePaperToDisposeThePadByWrapping"""
129,UsePaperToDisposeThePadByWrapping,Missing Value,NaN,"Missing value in column ""UsePaperToDisposeThePadByWrapping"""
130,UsePaperToDisposeThePadByWrapping,Missing Value,NaN,"Missing value in column ""UsePaperToDisposeThePadByWrapping"""
131,UsePaperToDisposeThePadByWrapping,Missing Value,NaN,"Missing value in column ""UsePaperToDisposeThePadByWrapping"""
132,UsePaperToDisposeThePadByWrapping,Missing Value,NaN,"Missing value in column ""UsePaperToDisposeThePadByWrapping"""
133,UsePaperToDisposeThePadByWrapping,Missing Value,NaN,"Missing value in column ""UsePaperToDisposeThePadByWrapping"""
134,UsePaperToDisposeThePadByWrapping,Missing Value,NaN,"Missing value in column ""UsePaperToDisposeThePadByWrapping"""
135,UsePaperToDisposeThePadByWrapping,Missing Value,NaN,"Missing value in column ""UsePaperToDisposeThePadByWrapping"""
136,UsePaperToDisposeThePadByWrapping,Missing Value,NaN,"Missing value in column ""UsePaperToDisposeThePadByWrapping"""
137,UsePaperToDisposeThePadByWrapping,Missing Value,NaN,"Missing value in column ""UsePaperToDisposeThePadByWrapping"""
138,UsePaperToDisposeThePadByWrapping,Missing Value,NaN,"Missing value in column ""UsePaperToDisposeThePadByWrapping"""
139,UsePaperToDisposeThePadByWrapping,Missing Value,NaN,"Missing value in column ""UsePaperToDisposeThePadByWrapping"""
140,UsePaperToDisposeThePadByWrapping,Missing Value,NaN,"Missing value in column ""UsePaperToDisposeThePadByWrapping"""
141,UsePaperToDisposeThePadByWrapping,Missing Value,NaN,"Missing value in column ""UsePaperToDisposeThePadByWrapping"""
142,UsePaperToDisposeThePadByWrapping,Missing Value,NaN,"Missing value in column ""UsePaperToDisposeThePadByWrapping"""
143,UsePaperToDisposeThePadByWrapping,Missing Value,NaN,"Missing value in column ""UsePaperToDisposeThePadByWrapping"""
144,UsePaperToDisposeThePadByWrapping,Missing Value,NaN,"Missing value in column ""UsePaperToDisposeThePadByWrapping"""
145,UsePaperToDisposeThePadByWrapping,Missing Value,NaN,"Missing value in column ""UsePaperToDisposeThePadByWrapping"""
146,UsePaperToDisposeThePadByWrapping,Missing Value,NaN,"Missing value in column ""UsePaperToDisposeThePadByWrapping"""
147,UsePaperToDisposeThePadByWrapping,Missing Value,NaN,"Missing value in column ""UsePaperToDisposeThePadByWrapping"""
148,UsePaperToDisposeThePadByWrapping,Missing Value,NaN,"Missing value in column ""UsePaperToDisposeThePadByWrapping"""
149,UsePaperToDisposeThePadByWrapping,Missing Value,NaN,"Missing value in column ""UsePaperToDisposeThePadByWrapping"""
150,UsePaperToDisposeThePadByWrapping,Missing Value,NaN,"Missing value in column ""UsePaperToDisposeThePadByWrapping"""
151,UsePaperToDisposeThePadByWrapping,Missing Value,NaN,"Missing value in column ""UsePaperToDisposeThePadByWrapping"""
152,UsePaperToDisposeThePadByWrapping,Missing Value,NaN,"Missing value in column ""UsePaperToDisposeThePadByWrapping"""
153,UsePaperToDisposeThePadByWrapping,Missing Value,NaN,"Missing value in column ""UsePaperToDisposeThePadByWrapping"""
154,UsePaperToDisposeThePadByWrapping,Missing Value,NaN,"Missing value in column ""UsePaperToDisposeThePadByWrapping"""
155,UsePaperToDisposeThePadByWrapping,Missing Value,NaN,"Missing value in column ""UsePaperToDisposeThePadByWrapping"""
156,UsePaperToDisposeThePadByWrapping,Missing Value,NaN,"Missing value in column ""UsePaperToDisposeThePadByWrapping"""
157,UsePaperToDisposeThePadByWrapping,Missing Value,NaN,"Missing value in column ""UsePaperToDisposeThePadByWrapping"""
158,UsePaperToDisposeThePadByWrapping,Missing Value,NaN,"Missing value in column ""UsePaperToDisposeThePadByWrapping"""
159,UsePaperToDisposeThePadByWrapping,Missing Value,NaN,"Missing value in column ""UsePaperToDisposeThePadByWrapping"""
160,UsePaperToDisposeThePadByWrapping,Missing Value,NaN,"Missing value in column ""UsePaperToDisposeThePadByWrapping"""
13,WhereDisposeTheUsedPads,Missing Value,NaN,"Missing value in column ""WhereDisposeTheUsedPads"""
121,WhereDisposeTheUsedPads,Missing Value,NaN,"Missing value in column ""WhereDisposeTheUsedPads"""
122,WhereDisposeTheUsedPads,Missing Value,NaN,"Missing value in column ""WhereDisposeTheUsedPads"""
123,WhereDisposeTheUsedPads,Missing Value,NaN,"Missing value in column ""WhereDisposeTheUsedPads"""
124,WhereDisposeTheUsedPads,Missing Value,NaN,"Missing value in column ""WhereDisposeTheUsedPads"""
125,WhereDisposeTheUsedPads,Missing Value,NaN,"Missing value in column ""WhereDisposeTheUsedPads"""
126,WhereDisposeTheUsedPads,Missing Value,NaN,"Missing value in column ""WhereDisposeTheUsedPads"""
127,WhereDisposeTheUsedPads,Missing Value,NaN,"Missing value in column ""WhereDisposeTheUsedPads"""
128,WhereDisposeTheUsedPads,Missing Value,NaN,"Missing value in column ""WhereDisposeTheUsedPads"""
129,WhereDisposeTheUsedPads,Missing Value,NaN,"Missing value in column ""WhereDisposeTheUsedPads"""
130,WhereDisposeTheUsedPads,Missing Value,NaN,"Missing value in column ""WhereDisposeTheUsedPads"""
131,WhereDisposeTheUsedPads,Missing Value,NaN,"Missing value in column ""WhereDisposeTheUsedPads"""
132,WhereDisposeTheUsedPads,Missing Value,NaN,"Missing value in column ""WhereDisposeTheUsedPads"""
133,WhereDisposeTheUsedPads,Missing Value,NaN,"Missing value in column ""WhereDisposeTheUsedPads"""
134,WhereDisposeTheUsedPads,Missing Value,NaN,"Missing value in column ""WhereDisposeTheUsedPads"""
135,WhereDisposeTheUsedPads,Missing Value,NaN,"Missing value in column ""WhereDisposeTheUsedPads"""
136,WhereDisposeTheUsedPads,Missing Value,NaN,"Missing value in column ""WhereDisposeTheUsedPads"""
137,WhereDisposeTheUsedPads,Missing Value,NaN,"Missing value in column ""WhereDisposeTheUsedPads"""
138,WhereDisposeTheUsedPads,Missing Value,NaN,"Missing value in column ""WhereDisposeTheUsedPads"""
139,WhereDisposeTheUsedPads,Missing Value,NaN,"Missing value in column ""WhereDisposeTheUsedPads"""
140,WhereDisposeTheUsedPads,Missing Value,NaN,"Missing value in column ""WhereDisposeTheUsedPads"""
141,WhereDisposeTheUsedPads,Missing Value,NaN,"Missing value in column ""WhereDisposeTheUsedPads"""
142,WhereDisposeTheUsedPads,Missing Value,NaN,"Missing value in column ""WhereDisposeTheUsedPads"""
143,WhereDisposeTheUsedPads,Missing Value,NaN,"Missing value in column ""WhereDisposeTheUsedPads"""
144,WhereDisposeTheUsedPads,Missing Value,NaN,"Missing value in column ""WhereDisposeTheUsedPads"""
145,WhereDisposeTheUsedPads,Missing Value,NaN,"Missing value in column ""WhereDisposeTheUsedPads"""
146,WhereDisposeTheUsedPads,Missing Value,NaN,"Missing value in column ""WhereDisposeTheUsedPads"""
147,WhereDisposeTheUsedPads,Missing Value,NaN,"Missing value in column ""WhereDisposeTheUsedPads"""
148,WhereDisposeTheUsedPads,Missing Value,NaN,"Missing value in column ""WhereDisposeTheUsedPads"""
149,WhereDisposeTheUsedPads,Missing Value,NaN,"Missing value in column ""WhereDisposeTheUsedPads"""
150,WhereDisposeTheUsedPads,Missing Value,NaN,"Missing value in column ""WhereDisposeTheUsedPads"""
151,WhereDisposeTheUsedPads,Missing Value,NaN,"Missing value in column ""WhereDisposeTheUsedPads"""
152,WhereDisposeTheUsedPads,Missing Value,NaN,"Missing value in column ""WhereDisposeTheUsedPads"""
153,WhereDisposeTheUsedPads,Missing Value,NaN,"Missing value in column ""WhereDisposeTheUsedPads"""
154,WhereDisposeTheUsedPads,Missing Value,NaN,"Missing value in column ""WhereDisposeTheUsedPads"""
155,WhereDisposeTheUsedPads,Missing Value,NaN,"Missing value in column ""WhereDisposeTheUsedPads"""
156,WhereDisposeTheUsedPads,Missing Value,NaN,"Missing value in column ""WhereDisposeTheUsedPads"""
157,WhereDisposeTheUsedPads,Missing Value,NaN,"Missing value in column ""WhereDisposeTheUsedPads"""
158,WhereDisposeTheUsedPads,Missing Value,NaN,"Missing value in column ""WhereDisposeTheUsedPads"""
159,WhereDisposeTheUsedPads,Missing Value,NaN,"Missing value in column ""WhereDisposeTheUsedPads"""
160,WhereDisposeTheUsedPads,Missing Value,NaN,"Missing value in column ""WhereDisposeTheUsedPads"""
121,HowManyTimesTakeBathDuringMensturation,Missing Value,NaN,"Missing value in column ""HowManyTimesTakeBathDuringMensturation"""
122,HowManyTimesTakeBathDuringMensturation,Missing Value,NaN,"Missing value in column ""HowManyTimesTakeBathDuringMensturation"""
123,HowManyTimesTakeBathDuringMensturation,Missing Value,NaN,"Missing value in column ""HowManyTimesTakeBathDuringMensturation"""
124,HowManyTimesTakeBathDuringMensturation,Missing Value,NaN,"Missing value in column ""HowManyTimesTakeBathDuringMensturation"""
125,HowManyTimesTakeBathDuringMensturation,Missing Value,NaN,"Missing value in column ""HowManyTimesTakeBathDuringMensturation"""
126,HowManyTimesTakeBathDuringMensturation,Missing Value,NaN,"Missing value in column ""HowManyTimesTakeBathDuringMensturation"""
127,HowManyTimesTakeBathDuringMensturation,Missing Value,NaN,"Missing value in column ""HowManyTimesTakeBathDuringMensturation"""
128,HowManyTimesTakeBathDuringMensturation,Missing Value,NaN,"Missing value in column ""HowManyTimesTakeBathDuringMensturation"""
129,HowManyTimesTakeBathDuringMensturation,Missing Value,NaN,"Missing value in column ""HowManyTimesTakeBathDuringMensturation"""
130,HowManyTimesTakeBathDuringMensturation,Missing Value,NaN,"Missing value in column ""HowManyTimesTakeBathDuringMensturation"""
131,HowManyTimesTakeBathDuringMensturation,Missing Value,NaN,"Missing value in column ""HowManyTimesTakeBathDuringMensturation"""
132,HowManyTimesTakeBathDuringMensturation,Missing Value,NaN,"Missing value in column ""HowManyTimesTakeBathDuringMensturation"""
133,HowManyTimesTakeBathDuringMensturation,Missing Value,NaN,"Missing value in column ""HowManyTimesTakeBathDuringMensturation"""
134,HowManyTimesTakeBathDuringMensturation,Missing Value,NaN,"Missing value in column ""HowManyTimesTakeBathDuringMensturation"""
135,HowManyTimesTakeBathDuringMensturation,Missing Value,NaN,"Missing value in column ""HowManyTimesTakeBathDuringMensturation"""
136,HowManyTimesTakeBathDuringMensturation,Missing Value,NaN,"Missing value in column ""HowManyTimesTakeBathDuringMensturation"""
137,HowManyTimesTakeBathDuringMensturation,Missing Value,NaN,"Missing value in column ""HowManyTimesTakeBathDuringMensturation"""
138,HowManyTimesTakeBathDuringMensturation,Missing Value,NaN,"Missing value in column ""HowManyTimesTakeBathDuringMensturation"""
139,HowManyTimesTakeBathDuringMensturation,Missing Value,NaN,"Missing value in column ""HowManyTimesTakeBathDuringMensturation"""
140,HowManyTimesTakeBathDuringMensturation,Missing Value,NaN,"Missing value in column ""HowManyTimesTakeBathDuringMensturation"""
141,HowManyTimesTakeBathDuringMensturation,Missing Value,NaN,"Missing value in column ""HowManyTimesTakeBathDuringMensturation"""
142,HowManyTimesTakeBathDuringMensturation,Missing Value,NaN,"Missing value in column ""HowManyTimesTakeBathDuringMensturation"""
143,HowManyTimesTakeBathDuringMensturation,Missing Value,NaN,"Missing value in column ""HowManyTimesTakeBathDuringMensturation"""
144,HowManyTimesTakeBathDuringMensturation,Missing Value,NaN,"Missing value in column ""HowManyTimesTakeBathDuringMensturation"""
145,HowManyTimesTakeBathDuringMensturation,Missing Value,NaN,"Missing value in column ""HowManyTimesTakeBathDuringMensturation"""
146,HowManyTimesTakeBathDuringMensturation,Missing Value,NaN,"Missing value in column ""HowManyTimesTakeBathDuringMensturation"""
147,HowManyTimesTakeBathDuringMensturation,Missing Value,NaN,"Missing value in column ""HowManyTimesTakeBathDuringMensturation"""
148,HowManyTimesTakeBathDuringMensturation,Missing Value,NaN,"Missing value in column ""HowManyTimesTakeBathDuringMensturation"""
149,HowManyTimesTakeBathDuringMensturation,Missing Value,NaN,"Missing value in column ""HowManyTimesTakeBathDuringMensturation"""
150,HowManyTimesTakeBathDuringMensturation,Missing Value,NaN,"Missing value in column ""HowManyTimesTakeBathDuringMensturation"""
151,HowManyTimesTakeBathDuringMensturation,Missing Value,NaN,"Missing value in column ""HowManyTimesTakeBathDuringMensturation"""
152,HowManyTimesTakeBathDuringMensturation,Missing Value,NaN,"Missing value in column ""HowManyTimesTakeBathDuringMensturation"""
153,HowManyTimesTakeBathDuringMensturation,Missing Value,NaN,"Missing value in column ""HowManyTimesTakeBathDuringMensturation"""
154,HowManyTimesTakeBathDuringMensturation,Missing Value,NaN,"Missing value in column ""HowManyTimesTakeBathDuringMensturation"""
155,HowManyTimesTakeBathDuringMensturation,Missing Value,NaN,"Missing value in column ""HowManyTimesTakeBathDuringMensturation"""
156,HowManyTimesTakeBathDuringMensturation,Missing Value,NaN,"Missing value in column ""HowManyTimesTakeBathDuringMensturation"""
157,HowManyTimesTakeBathDuringMensturation,Missing Value,NaN,"Missing value in column ""HowManyTimesTakeBathDuringMensturation"""
158,HowManyTimesTakeBathDuringMensturation,Missing Value,NaN,"Missing value in column ""HowManyTimesTakeBathDuringMensturation"""
159,HowManyTimesTakeBathDuringMensturation,Missing Value,NaN,"Missing value in column ""HowManyTimesTakeBathDuringMensturation"""
