row_number,variable_name,issue_type,current_value,details
37,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
38,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
39,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
40,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
41,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
45,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
46,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
50,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
51,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
52,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
53,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
54,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
56,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
57,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
58,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
60,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
61,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
62,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
63,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
64,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
66,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
67,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
68,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
69,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
70,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
72,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
73,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
74,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
75,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
76,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
77,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
78,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
79,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
80,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
81,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
82,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
83,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
84,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
85,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
86,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
89,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
90,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
91,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
92,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
93,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
94,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
95,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
96,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
97,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
98,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
99,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
100,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
101,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
103,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
104,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
105,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
106,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
107,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
108,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
109,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
110,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
111,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
112,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
113,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
114,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
115,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
116,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
117,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
118,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
119,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
120,TypeOfProblemFaceWhileWashingAndDryingCloth,Missing Value,NaN,"Missing value in column ""TypeOfProblemFaceWhileWashingAndDryingCloth"""
2,UsePaperToDisposeThePadByWrapping,Missing Value,NaN,"Missing value in column ""UsePaperToDisposeThePadByWrapping"""
3,UsePaperToDisposeThePadByWrapping,Missing Value,NaN,"Missing value in column ""UsePaperToDisposeThePadByWrapping"""
4,UsePaperToDisposeThePadByWrapping,Missing Value,NaN,"Missing value in column ""UsePaperToDisposeThePadByWrapping"""
5,UsePaperToDisposeThePadByWrapping,Missing Value,NaN,"Missing value in column ""UsePaperToDisposeThePadByWrapping"""
13,WhereDisposeTheUsedPads,Missing Value,NaN,"Missing value in column ""WhereDisposeTheUsedPads"""
